method_id,trajectory_id,checkpoint,latency_seconds,input_tokens,output_tokens,memory_inference_input_tokens,memory_inference_output_tokens,memory_inference_usage_scope,estimated_cost_usd,routed_provider,embedding_document_calls,embedding_query_calls,memory_inference_calls,memory_search_calls,letta_tool_calls,component_call_scope
fc_openrouter_gpt_oss_120b,traj_001,15,1.162993,5572,1392,,,,0.0029942,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,30,1.150862,9095,1292,,,,0.00415225,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,45,0.998923,12457,1333,,,,0.005359699999999999,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,60,2.787709,15895,1305,,,,0.006541999999999999,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,75,1.076066,19320,1487,,,,0.007877249999999999,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,90,1.206365,22861,1296,,,,0.00897335,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,105,1.400262,26334,1915,,,,0.01065315,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,120,1.299109,29891,1456,,,,0.011553850000000001,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,135,1.615389,33225,1309,,,,0.0126105,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,150,1.249085,36816,1457,,,,0.013978349999999999,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,165,1.446193,40236,1625,,,,0.015301349999999998,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,180,1.75747,43543,1538,,,,0.01639355,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,195,2.277869,46987,1744,,,,0.01775345,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,210,2.037056,50346,1767,,,,0.01894635,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,225,2.688253,53709,1700,,,,0.020073149999999998,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,240,2.763291,57199,2426,,,,0.02183915,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,255,1.610784,60459,1661,,,,0.0224064,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,270,1.8597,63721,1384,,,,0.02334035,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,285,4.170196,67377,1814,,,,0.024942449999999998,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_001,300,2.339336,70913,1659,,,,0.026063799999999998,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_002,15,1.163758,5598,1464,,,,0.0030572999999999998,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_002,30,3.524571,9145,1298,,,,0.00417425,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_002,45,1.208272,12883,1460,,,,0.005604049999999999,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_002,60,2.271107,16384,1458,,,,0.0068279,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_002,75,1.270429,19841,1302,,,,0.00792085,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_002,90,1.601924,23205,1552,,,,0.00928575,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_002,105,1.934342,26759,1734,,,,0.01066615,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_gpt_oss_120b,traj_002,120,1.490796,30529,1691,,,,0.0119534,Cerebras,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
