method_family,method_id,stage,items,score,headline_metric,ci95_low,ci95_high,parse_errors,parse_success_rate,schema_success_rate,aggregation,gca15_initial_copy_lift,exact_pair_set_match,exact_pair_set_ci95_low,exact_pair_set_ci95_high,final_state_accuracy,final_state_initial_copy_lift,exact_state_match,evidence_hit_rate,retention_mean_over_observed_lags
Full Context,fc_openrouter_llama_4_maverick,stage1_occurred_event_evidence_pairs,400,0.35736659662360976,strict_occurred_event_evidence_f1,0.3093645193152691,0.40246347447056474,1,0.9975,0.44499999999999995,checkpoint_macro_then_equal_checkpoint_average,,0.05,0.0325,0.0675,,,,,
