method_id,trajectory_id,checkpoint,latency_seconds,input_tokens,output_tokens,memory_inference_input_tokens,memory_inference_output_tokens,memory_inference_usage_scope,estimated_cost_usd,routed_provider,embedding_document_calls,embedding_query_calls,memory_inference_calls,memory_search_calls,letta_tool_calls,component_call_scope
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,195,34.740604,38663,6278,,,,0.01751325,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,210,58.146619,41436,8339,,,,0.020782750000000003,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,225,41.857678,44131,7704,,,,0.02066275,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,240,37.31434,46862,6707,,,,0.02009925,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,255,55.129769,49789,8779,,,,0.023421,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,270,46.69537,52671,8397,,,,0.023663999999999998,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,285,38.377447,55529,7026,,,,0.022664749999999997,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,300,39.654443,58309,7003,,,,0.023331,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,15,16.331542,3696,2506,,,,0.0040565,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,30,25.287613,6681,4013,,,,0.006686500000000001,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,45,27.885919,9563,4810,,,,0.008403250000000001,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,60,25.985676,12377,4697,,,,0.008965500000000001,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,75,31.094659,15245,5315,,,,0.010455,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,90,34.233695,18222,5826,,,,0.011838000000000001,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,105,34.091883,21227,5445,,,,0.012113,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,120,30.445048,24057,5656,,,,0.01308425,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,135,24.707632,27010,4673,,,,0.01259375,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,150,32.851654,29568,6219,,,,0.015165749999999999,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,165,33.596968,32260,6175,,,,0.01578375,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,180,27.62358,35213,5032,,,,0.01509325,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,195,32.848284,37865,5873,,,,0.0168075,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,210,26.386212,40547,4395,,,,0.0156305,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,225,40.568567,43228,5322,,,,0.0174595,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,240,27.521496,45989,5001,,,,0.0177485,CoreWeave,,,,,,cumulative_ingestion_to_checkpoint; query/search counts are per checkpoint
