method_family,method_id,stage,items,score,headline_metric,ci95_low,ci95_high,parse_errors,parse_success_rate,schema_success_rate,aggregation,gca15_initial_copy_lift,exact_pair_set_match,exact_pair_set_ci95_low,exact_pair_set_ci95_high,final_state_accuracy,final_state_initial_copy_lift,exact_state_match,evidence_hit_rate,retention_mean_over_observed_lags
Full Context,fc_openrouter_qwen_3_6_35b_a3b_fp8,stage1_occurred_event_evidence_pairs,400,0.4734529790450205,strict_occurred_event_evidence_f1,0.4248075161142916,0.5184727372943808,0,1.0,1.0,checkpoint_macro_then_equal_checkpoint_average,,0.065,0.0375,0.095,,,,,
