method_id,trajectory_id,final_state_accuracy,dynamic_path_final_state_accuracy,value_accuracy,status_accuracy,changed_state_accuracy,unchanged_state_accuracy,exact_state_match,change_detection_precision,change_detection_recall,change_detection_f1,correct_change_precision,correct_change_recall,correct_change_f1,evidence_hit_rate,evidence_citation_precision
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_001,0.7661764705882352,0.772,0.8808823529411764,0.8632352941176471,0.7384710550887021,0.7867286187917393,0.05,0.7627560972701638,0.942829131652661,0.8240268072811681,0.5962810183446373,0.7384710550887021,0.6434817300380239,0.44892740429505135,0.415893963907402
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_002,0.7176470588235294,0.682,0.8161764705882353,0.8544117647058823,0.5628769841269842,0.8102034148843359,0.1,0.6935637008760074,0.7735119047619048,0.6834389431019866,0.48688731375263883,0.5628769841269842,0.4774848456696283,0.5627380952380953,0.5921321733821734
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_003,0.6191176470588236,0.6,0.8161764705882353,0.7867647058823529,0.6504723931039721,0.5972440038714599,0.0,0.6340153413445411,0.893071504518873,0.7244323377426242,0.46221324055351176,0.6504723931039721,0.5277031226356809,0.5480022024758867,0.4451575726904674
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_004,0.7073529411764706,0.714,0.8058823529411765,0.8514705882352941,0.7296354047998784,0.6715649813895782,0.0,0.7101768705491964,0.9088015967950178,0.790425455787163,0.5624759426947787,0.7296354047998784,0.6291109395000964,0.5127347250702514,0.4663629421833756
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_005,0.6970588235294117,0.704,0.8029411764705883,0.8720588235294118,0.6222680995475113,0.7374172270797658,0.0,0.7452077308656256,0.8160824832632109,0.7620794007292863,0.5919456493798599,0.6222680995475113,0.5928326926095805,0.5769726422957847,0.5983062438262018
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_006,0.6720588235294118,0.666,0.7764705882352941,0.8573529411764705,0.5415265535118476,0.7335118343402677,0.0,0.652995892995893,0.8125605113840408,0.7156451568491542,0.44780740093240096,0.5415265535118476,0.483388031569246,0.5512006294359235,0.5578264279580069
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_007,0.763235294117647,0.722,0.8602941176470588,0.8794117647058823,0.21990392648287385,0.8994032817021947,0.05,0.5971980103230103,0.46464646464646464,0.49503942909515664,0.32008553946053947,0.21990392648287385,0.2432829124779589,0.24116541353383458,0.47740249946132296
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_008,0.6323529411764706,0.602,0.7808823529411765,0.8132352941176471,0.37853706235285184,0.7250292874396135,0.0,0.5858004485792546,0.6418673577884104,0.591837176802515,0.3608768766717347,0.37853706235285184,0.3541384306624119,0.4112931951089846,0.5862781954887218
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_009,0.6955882352941176,0.65,0.7705882352941176,0.8558823529411764,0.41849837662337663,0.8426461586932668,0.0,0.6915607023695259,0.6302813852813853,0.6389254609286079,0.47516012582189054,0.41849837662337663,0.42939326152159596,0.43485389610389613,0.5543829454858866
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_010,0.7397058823529412,0.738,0.8132352941176471,0.875,0.6424938460232578,0.7827162279522409,0.0,0.7784123192096338,0.8124713521772345,0.7865880145542331,0.6317477967471573,0.6424938460232578,0.6306143378097724,0.35884835752482813,0.29705353470059354
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_011,0.663235294117647,0.586,0.7926470588235294,0.825,0.2709068709068709,0.8450204106029924,0.0,0.6799290986790987,0.5511522103627366,0.6048518896073163,0.3164695027195027,0.2709068709068709,0.29189457782929745,0.3185690040953199,0.4943580273220162
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_012,0.6661764705882353,0.664,0.7720588235294118,0.8338235294117647,0.506012627723154,0.7365855470098489,0.05,0.628797410192147,0.8188548293811452,0.7207195955623,0.3969175020885547,0.506012627723154,0.4492368649863906,0.5105552342394447,0.5067309224429968
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_013,0.7308823529411764,0.748,0.875,0.8441176470588235,0.6147649572649573,0.7753604430995735,0.0,0.5872753186356128,0.8302719502719502,0.6622389673266212,0.4317976304741011,0.6147649572649573,0.4845182778018983,0.5907589632589633,0.6295756144440355
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_014,0.7308823529411764,0.736,0.8205882352941176,0.8808823529411764,0.4798897589338766,0.8132044367296735,0.0,0.6277361084907525,0.7011219866734573,0.6448283251617385,0.4600369779858944,0.4798897589338766,0.4597642000164699,0.4501470057720058,0.6501401230348599
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_015,0.7352941176470589,0.746,0.8455882352941176,0.8764705882352941,0.6543707023970182,0.773341355895154,0.05,0.5963894724556489,0.8782224354592776,0.7201813560078578,0.4364128151260504,0.6543707023970182,0.5297777697598176,0.7118862862283915,0.6423072983534401
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_016,0.6397058823529411,0.624,0.7647058823529411,0.8397058823529412,0.4683972563384328,0.7139837431678864,0.0,0.6518895353013,0.7187668010094481,0.6587656083930965,0.40804088558500323,0.4683972563384328,0.42697815392292443,0.437340951532128,0.4577016611556085
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_017,0.7529411764705882,0.744,0.8470588235294118,0.8602941176470588,0.4391429403929404,0.8341557832195013,0.0,0.697202099800784,0.7972588522588523,0.7229487045783045,0.37417763157894735,0.4391429403929404,0.4015092252404647,0.5031811244311244,0.5067517898767899
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_018,0.7308823529411764,0.71,0.8514705882352941,0.8485294117647059,0.42328282828282826,0.8165033574642531,0.05,0.6443803637882586,0.8098917748917749,0.68125339428188,0.3669856240250977,0.42328282828282826,0.36923465112820436,0.45879509379509376,0.5432121971595656
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_019,0.6808823529411765,0.682,0.8441176470588235,0.8132352941176471,0.5050534188034188,0.7305904842284153,0.0,0.5997743451135394,0.8256410256410256,0.6656657287100999,0.38343958169565584,0.5050534188034188,0.41507272744722035,0.5013568376068376,0.5539710126474833
fc_openrouter_qwen_3_6_35b_a3b_fp8,traj_020,0.6455882352941177,0.638,0.7588235294117647,0.8014705882352942,0.49037351902483484,0.7162557592420292,0.0,0.6884511946228193,0.8658037138300296,0.7588368276793427,0.38239947012687286,0.49037351902483484,0.42517905204699746,0.5597288676236044,0.5650638371290545
