method_family,method_id,stage,items,score,headline_metric,ci95_low,ci95_high,parse_errors,parse_success_rate,schema_success_rate,aggregation,gca15_initial_copy_lift,exact_pair_set_match,exact_pair_set_ci95_low,exact_pair_set_ci95_high,final_state_accuracy,final_state_initial_copy_lift,exact_state_match,evidence_hit_rate,retention_mean_over_observed_lags
Full Context,fc_openrouter_qwen_3_6_35b_a3b_fp8,stage2_2_reconstruct,400,0.4352534912200666,GCA@15,0.4216299091874042,0.44919159391263835,0,1.0,0.9975,pooled_checkpoint_transitions,0.2583775340990865,,,,0.6993382352941176,0.030808823529411722,0.0175,0.4844527964832725,0.5585209712224575
