method_id,trajectory_id,checkpoint,change_detection_f1,change_detection_precision,change_detection_recall,changed_path_count,changed_state_accuracy,correct_cell_count,correct_change_f1,correct_change_precision,correct_change_recall,dynamic_path_count,dynamic_path_final_state_accuracy,evidence_citation_precision,evidence_hit_rate,exact_state_match,final_state_accuracy,status_accuracy,unchanged_path_count,unchanged_state_accuracy,value_accuracy
fc_openrouter_qwen_3_5_122b_a10b,traj_001,15,1.0,1.0,1.0,5,1.0,34,1.0,1.0,1.0,25,1.0,1.0,1.0,True,1.0,1.0,29,1.0,1.0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,30,0.8000000000000002,0.8,0.8,5,0.2,29,0.20000000000000004,0.2,0.2,25,0.8,0.3333333333333333,0.6,False,0.8529411764705882,0.8823529411764706,29,0.9655172413793104,0.9705882352941176
fc_openrouter_qwen_3_5_122b_a10b,traj_001,45,0.8333333333333333,0.7142857142857143,1.0,5,1.0,32,0.8333333333333333,0.7142857142857143,1.0,25,0.96,0.625,1.0,False,0.9411764705882353,0.9411764705882353,29,0.9310344827586207,1.0
fc_openrouter_qwen_3_5_122b_a10b,traj_001,60,0.7999999999999999,0.75,0.8571428571428571,7,0.7142857142857143,30,0.6666666666666666,0.625,0.7142857142857143,25,0.88,0.3333333333333333,0.42857142857142855,False,0.8823529411764706,0.9411764705882353,27,0.9259259259259259,0.9411764705882353
fc_openrouter_qwen_3_5_122b_a10b,traj_001,75,0.608695652173913,0.5384615384615384,0.7,10,0.5,23,0.4347826086956522,0.38461538461538464,0.5,25,0.6,0.38461538461538464,0.5,False,0.6764705882352942,0.7941176470588235,24,0.75,0.8529411764705882
fc_openrouter_qwen_3_5_122b_a10b,traj_001,90,0.9,0.8181818181818182,1.0,9,0.6666666666666666,29,0.6,0.5454545454545454,0.6666666666666666,25,0.8,0.6666666666666666,0.6666666666666666,False,0.8529411764705882,0.8823529411764706,25,0.92,0.9411764705882353
fc_openrouter_qwen_3_5_122b_a10b,traj_001,105,0.75,0.9,0.6428571428571429,14,0.35714285714285715,24,0.41666666666666663,0.5,0.35714285714285715,25,0.6,0.6666666666666666,0.42857142857142855,False,0.7058823529411765,0.8529411764705882,20,0.95,0.7941176470588235
fc_openrouter_qwen_3_5_122b_a10b,traj_001,120,0.8666666666666667,0.8666666666666667,0.8666666666666667,15,0.8,29,0.8000000000000002,0.8,0.8,25,0.84,0.325,0.8666666666666667,False,0.8529411764705882,0.9411764705882353,19,0.8947368421052632,0.8823529411764706
fc_openrouter_qwen_3_5_122b_a10b,traj_001,135,0.7142857142857143,0.5555555555555556,1.0,15,0.8666666666666667,20,0.6190476190476191,0.48148148148148145,0.8666666666666667,25,0.68,0.4117647058823529,0.4666666666666667,False,0.5882352941176471,0.7058823529411765,19,0.3684210526315789,0.8529411764705882
fc_openrouter_qwen_3_5_122b_a10b,traj_001,150,0.6956521739130435,0.8888888888888888,0.5714285714285714,14,0.5,26,0.6086956521739131,0.7777777777777778,0.5,25,0.68,0.5454545454545454,0.42857142857142855,False,0.7647058823529411,0.8823529411764706,20,0.95,0.7647058823529411
fc_openrouter_qwen_3_5_122b_a10b,traj_001,165,0.9090909090909091,0.8333333333333334,1.0,15,0.7333333333333333,27,0.6666666666666666,0.6111111111111112,0.7333333333333333,25,0.8,0.47619047619047616,0.6666666666666666,False,0.7941176470588235,0.8529411764705882,19,0.8421052631578947,0.8529411764705882
fc_openrouter_qwen_3_5_122b_a10b,traj_001,180,0.7058823529411765,0.6666666666666666,0.75,16,0.75,24,0.7058823529411765,0.6666666666666666,0.75,25,0.8,0.5833333333333334,0.4375,False,0.7058823529411765,0.7941176470588235,18,0.6666666666666666,0.7941176470588235
fc_openrouter_qwen_3_5_122b_a10b,traj_001,195,0.8717948717948718,0.7727272727272727,1.0,17,1.0,29,0.8717948717948718,0.7727272727272727,1.0,25,1.0,0.5882352941176471,0.5882352941176471,False,0.8529411764705882,0.9117647058823529,17,0.7058823529411765,0.9411764705882353
fc_openrouter_qwen_3_5_122b_a10b,traj_001,210,0.7999999999999999,0.6956521739130435,0.9411764705882353,17,0.9411764705882353,26,0.7999999999999999,0.6956521739130435,0.9411764705882353,25,0.92,0.41379310344827586,0.7058823529411765,False,0.7647058823529411,0.8235294117647058,17,0.5882352941176471,0.8823529411764706
fc_openrouter_qwen_3_5_122b_a10b,traj_001,225,0.8947368421052632,0.8095238095238095,1.0,17,0.9411764705882353,29,0.8421052631578947,0.7619047619047619,0.9411764705882353,25,0.92,0.3870967741935484,0.7058823529411765,False,0.8529411764705882,0.9411764705882353,17,0.7647058823529411,0.8823529411764706
fc_openrouter_qwen_3_5_122b_a10b,traj_001,240,0.9142857142857143,0.8888888888888888,0.9411764705882353,17,0.7647058823529411,28,0.7428571428571428,0.7222222222222222,0.7647058823529411,25,0.8,0.5625,0.5294117647058824,False,0.8235294117647058,0.9117647058823529,17,0.8823529411764706,0.8823529411764706
fc_openrouter_qwen_3_5_122b_a10b,traj_001,255,0.878048780487805,0.782608695652174,1.0,18,0.7777777777777778,25,0.6829268292682927,0.6086956521739131,0.7777777777777778,25,0.84,0.39285714285714285,0.6111111111111112,False,0.7352941176470589,0.7941176470588235,16,0.6875,0.9411764705882353
fc_openrouter_qwen_3_5_122b_a10b,traj_001,270,0.8292682926829269,0.7391304347826086,0.9444444444444444,18,0.6666666666666666,22,0.5853658536585366,0.5217391304347826,0.6666666666666666,25,0.64,0.4,0.4444444444444444,False,0.6470588235294118,0.7941176470588235,16,0.625,0.7941176470588235
fc_openrouter_qwen_3_5_122b_a10b,traj_001,285,0.8648648648648649,0.8421052631578947,0.8888888888888888,18,0.6111111111111112,24,0.5945945945945946,0.5789473684210527,0.6111111111111112,25,0.72,0.17647058823529413,0.16666666666666666,False,0.7058823529411765,0.8823529411764706,16,0.8125,0.7941176470588235
fc_openrouter_qwen_3_5_122b_a10b,traj_001,300,0.8484848484848485,0.9333333333333333,0.7777777777777778,18,0.5,24,0.5454545454545454,0.6,0.5,25,0.64,0.125,0.2777777777777778,False,0.7058823529411765,0.9117647058823529,16,0.9375,0.7941176470588235
fc_openrouter_qwen_3_5_122b_a10b,traj_002,15,0.14285714285714288,0.07692307692307693,1.0,1,1.0,22,0.14285714285714288,0.07692307692307693,1.0,25,0.64,0.5,1.0,False,0.6470588235294118,0.6764705882352942,33,0.6363636363636364,0.9705882352941176
fc_openrouter_qwen_3_5_122b_a10b,traj_002,30,0.6666666666666666,0.5,1.0,2,1.0,32,0.6666666666666666,0.5,1.0,25,0.96,1.0,1.0,False,0.9411764705882353,0.9705882352941176,32,0.9375,0.9705882352941176
fc_openrouter_qwen_3_5_122b_a10b,traj_002,45,0.8750000000000001,0.7777777777777778,1.0,7,0.5714285714285714,29,0.5,0.4444444444444444,0.5714285714285714,25,0.88,1.0,1.0,False,0.8529411764705882,0.9117647058823529,27,0.9259259259259259,0.8529411764705882
fc_openrouter_qwen_3_5_122b_a10b,traj_002,60,0.7407407407407407,0.5882352941176471,1.0,10,0.7,24,0.5185185185185185,0.4117647058823529,0.7,25,0.64,0.6,0.9,False,0.7058823529411765,0.7352941176470589,24,0.7083333333333334,0.8823529411764706
fc_openrouter_qwen_3_5_122b_a10b,traj_002,75,0.7368421052631579,0.5833333333333334,1.0,7,0.5714285714285714,26,0.4210526315789474,0.3333333333333333,0.5714285714285714,25,0.76,0.4444444444444444,0.5714285714285714,False,0.7647058823529411,0.8235294117647058,27,0.8148148148148148,0.7647058823529411
fc_openrouter_qwen_3_5_122b_a10b,traj_002,90,0.8235294117647058,0.7,1.0,7,0.8571428571428571,30,0.7058823529411764,0.6,0.8571428571428571,25,0.92,0.4,0.8571428571428571,False,0.8823529411764706,0.8823529411764706,27,0.8888888888888888,0.9117647058823529
fc_openrouter_qwen_3_5_122b_a10b,traj_002,105,0.6153846153846153,0.4444444444444444,1.0,8,1.0,24,0.6153846153846153,0.4444444444444444,1.0,25,0.72,0.6666666666666666,0.75,False,0.7058823529411765,0.7352941176470589,26,0.6153846153846154,0.9705882352941176
fc_openrouter_qwen_3_5_122b_a10b,traj_002,120,0.6428571428571429,0.47368421052631576,1.0,9,1.0,24,0.6428571428571429,0.47368421052631576,1.0,25,0.76,0.4444444444444444,0.4444444444444444,False,0.7058823529411765,0.7647058823529411,25,0.6,0.9411764705882353
fc_openrouter_qwen_3_5_122b_a10b,traj_002,135,0.6,0.5,0.75,12,0.4166666666666667,18,0.33333333333333337,0.2777777777777778,0.4166666666666667,25,0.48,0.1111111111111111,0.16666666666666666,False,0.5294117647058824,0.6764705882352942,22,0.5909090909090909,0.8529411764705882
fc_openrouter_qwen_3_5_122b_a10b,traj_002,150,0.6451612903225806,0.5263157894736842,0.8333333333333334,12,0.6666666666666666,21,0.5161290322580646,0.42105263157894735,0.6666666666666666,25,0.6,0.23529411764705882,0.3333333333333333,False,0.6176470588235294,0.6764705882352942,22,0.5909090909090909,0.9411764705882353
fc_openrouter_qwen_3_5_122b_a10b,traj_002,165,0.7692307692307693,0.6521739130434783,0.9375,16,0.6875,21,0.5641025641025642,0.4782608695652174,0.6875,25,0.6,1.0,0.9375,False,0.6176470588235294,0.6470588235294118,18,0.5555555555555556,0.8529411764705882
fc_openrouter_qwen_3_5_122b_a10b,traj_002,180,0.7317073170731707,0.6,0.9375,16,0.6875,19,0.5365853658536586,0.44,0.6875,25,0.6,0.8333333333333334,0.9375,False,0.5588235294117647,0.6470588235294118,18,0.4444444444444444,0.7941176470588235
fc_openrouter_qwen_3_5_122b_a10b,traj_002,195,0.6486486486486487,0.48,1.0,12,0.6666666666666666,17,0.43243243243243246,0.32,0.6666666666666666,25,0.48,1.0,1.0,False,0.5,0.6470588235294118,22,0.4090909090909091,0.7352941176470589
fc_openrouter_qwen_3_5_122b_a10b,traj_002,210,0.6666666666666666,0.5,1.0,8,0.625,23,0.4166666666666667,0.3125,0.625,25,0.64,0.625,0.625,False,0.6764705882352942,0.7352941176470589,26,0.6923076923076923,0.9117647058823529
fc_openrouter_qwen_3_5_122b_a10b,traj_002,225,0.5625,0.391304347826087,1.0,9,0.6666666666666666,17,0.37500000000000006,0.2608695652173913,0.6666666666666666,25,0.52,0.7142857142857143,0.5555555555555556,False,0.5,0.7352941176470589,25,0.44,0.7058823529411765
fc_openrouter_qwen_3_5_122b_a10b,traj_002,240,0.6666666666666666,1.0,0.5,12,0.25,25,0.3333333333333333,0.5,0.25,25,0.64,0.5,0.25,False,0.7352941176470589,0.8529411764705882,22,1.0,0.8235294117647058
fc_openrouter_qwen_3_5_122b_a10b,traj_002,255,0.4705882352941177,0.36363636363636365,0.6666666666666666,12,0.3333333333333333,12,0.23529411764705885,0.18181818181818182,0.3333333333333333,25,0.32,0.42857142857142855,0.25,False,0.35294117647058826,0.6470588235294118,22,0.36363636363636365,0.6470588235294118
fc_openrouter_qwen_3_5_122b_a10b,traj_002,270,0.6000000000000001,0.5625,0.6428571428571429,14,0.2857142857142857,17,0.26666666666666666,0.25,0.2857142857142857,25,0.4,0.5714285714285714,0.2857142857142857,False,0.5,0.7058823529411765,20,0.65,0.7647058823529411
fc_openrouter_qwen_3_5_122b_a10b,traj_002,285,0.6666666666666666,0.6111111111111112,0.7333333333333333,15,0.4666666666666667,19,0.42424242424242425,0.3888888888888889,0.4666666666666667,25,0.52,0.6666666666666666,0.4,False,0.5588235294117647,0.7647058823529411,19,0.631578947368421,0.7058823529411765
fc_openrouter_qwen_3_5_122b_a10b,traj_002,300,0.631578947368421,0.5454545454545454,0.75,16,0.4375,15,0.3684210526315789,0.3181818181818182,0.4375,25,0.44,0.5,0.4375,False,0.4411764705882353,0.6764705882352942,18,0.4444444444444444,0.6764705882352942
fc_openrouter_qwen_3_5_122b_a10b,traj_003,15,0.7499999999999999,1.0,0.6,5,0.6,32,0.7499999999999999,1.0,0.6,25,0.92,1.0,0.6,False,0.9411764705882353,0.9411764705882353,29,1.0,0.9411764705882353
fc_openrouter_qwen_3_5_122b_a10b,traj_003,30,0.8,0.6666666666666666,1.0,6,1.0,31,0.8,0.6666666666666666,1.0,25,0.96,0.75,1.0,False,0.9117647058823529,0.9411764705882353,28,0.8928571428571429,0.9705882352941176
fc_openrouter_qwen_3_5_122b_a10b,traj_003,45,0.4615384615384615,0.3,1.0,6,0.6666666666666666,18,0.30769230769230765,0.2,0.6666666666666666,25,0.52,0.3333333333333333,0.6666666666666666,False,0.5294117647058824,0.5588235294117647,28,0.5,0.9705882352941176
