method_family,method_id,stage,items,score,ci95_low,ci95_high,parse_errors,aggregation,dynamic_path_final_state_accuracy,correct_change_f1,path_macro_correct_change_f1,event_macro_update_accuracy,event_exact_update_accuracy,retention_mean_over_observed_lags
Full Context,fc_openrouter_qwen_3_5_122b_a10b,stage2_2_reconstruct,400,0.6813970588235294,0.6614705882352941,0.7016911764705882,0,checkpoint_then_trajectory_macro,0.6878,0.4857347914714535,0.5628761292485057,0.636324807399094,0.5230124141050915,0.6513941798122527
