method_family,method_id,stage,items,score,ci95_low,ci95_high,parse_errors,aggregation,dynamic_path_final_state_accuracy,correct_change_f1,path_macro_correct_change_f1,event_macro_update_accuracy,event_exact_update_accuracy,retention_mean_over_observed_lags
Full Context,fc_openrouter_gpt_oss_120b,stage1_occurred_event_evidence_pairs,400,0.12407110561922784,0.08384693251196987,0.16737897759238116,0,checkpoint_macro_then_equal_checkpoint_average,,,,,,
