method_id,trajectory_id,checkpoint,value_accuracy,status_accuracy,evidence_hit_rate,evidence_citation_precision,exact_state_match
fc_openrouter_llama_4_maverick,traj_001,15,0.9705882352941176,0.9705882352941176,1.0,1.0,False
fc_openrouter_llama_4_maverick,traj_001,30,0.9117647058823529,0.9411764705882353,0.2,0.2,False
fc_openrouter_llama_4_maverick,traj_001,45,0.9705882352941176,1.0,0.4,0.4,False
fc_openrouter_llama_4_maverick,traj_001,60,0.9117647058823529,0.9705882352941176,0.2857142857142857,0.4,False
fc_openrouter_llama_4_maverick,traj_001,75,0.8235294117647058,0.9411764705882353,0.2,0.4,False
fc_openrouter_llama_4_maverick,traj_001,90,0.8235294117647058,0.8529411764705882,0.3333333333333333,0.42857142857142855,False
fc_openrouter_llama_4_maverick,traj_001,105,0.7058823529411765,0.8235294117647058,0.5,0.875,False
fc_openrouter_llama_4_maverick,traj_001,120,0.7647058823529411,0.9411764705882353,0.7333333333333333,0.55,False
fc_openrouter_llama_4_maverick,traj_001,135,0.7647058823529411,0.9411764705882353,0.5333333333333333,0.4,False
fc_openrouter_llama_4_maverick,traj_001,150,0.6470588235294118,0.7941176470588235,0.14285714285714285,0.14285714285714285,False
fc_openrouter_llama_4_maverick,traj_001,165,0.7352941176470589,0.8235294117647058,0.26666666666666666,0.2222222222222222,False
fc_openrouter_llama_4_maverick,traj_001,180,0.7058823529411765,0.8235294117647058,0.25,0.21052631578947367,False
fc_openrouter_llama_4_maverick,traj_001,195,0.7058823529411765,0.9117647058823529,0.23529411764705882,0.2,False
fc_openrouter_llama_4_maverick,traj_001,210,0.7058823529411765,0.9117647058823529,0.23529411764705882,0.2857142857142857,False
fc_openrouter_llama_4_maverick,traj_001,225,0.7647058823529411,0.9117647058823529,0.29411764705882354,0.25,False
fc_openrouter_llama_4_maverick,traj_001,240,0.6764705882352942,0.8529411764705882,0.29411764705882354,0.20833333333333334,False
fc_openrouter_llama_4_maverick,traj_001,255,0.5,0.8235294117647058,0.0,0.0,False
fc_openrouter_llama_4_maverick,traj_001,270,0.47058823529411764,0.8235294117647058,0.0,0.0,False
fc_openrouter_llama_4_maverick,traj_001,285,0.47058823529411764,0.7941176470588235,0.0,0.0,False
fc_openrouter_llama_4_maverick,traj_001,300,0.5,0.8235294117647058,0.0,0.0,False
fc_openrouter_llama_4_maverick,traj_002,15,0.9705882352941176,1.0,1.0,1.0,False
fc_openrouter_llama_4_maverick,traj_002,30,0.9117647058823529,0.9705882352941176,1.0,1.0,False
fc_openrouter_llama_4_maverick,traj_002,45,0.7647058823529411,0.9117647058823529,1.0,0.875,False
fc_openrouter_llama_4_maverick,traj_002,60,0.5882352941176471,0.8529411764705882,0.4,0.5714285714285714,False
fc_openrouter_llama_4_maverick,traj_002,75,0.8529411764705882,0.9117647058823529,0.8571428571428571,1.0,False
fc_openrouter_llama_4_maverick,traj_002,90,0.8529411764705882,0.5882352941176471,0.5714285714285714,0.6666666666666666,False
fc_openrouter_llama_4_maverick,traj_002,105,0.8235294117647058,0.8235294117647058,0.25,0.2857142857142857,False
fc_openrouter_llama_4_maverick,traj_002,120,0.7941176470588235,0.7941176470588235,0.2222222222222222,0.25,False
fc_openrouter_llama_4_maverick,traj_002,135,0.7352941176470589,0.7058823529411765,0.08333333333333333,0.05263157894736842,False
fc_openrouter_llama_4_maverick,traj_002,150,0.7941176470588235,0.7352941176470589,0.25,0.25,False
fc_openrouter_llama_4_maverick,traj_002,165,0.7058823529411765,0.6764705882352942,0.375,0.4,False
fc_openrouter_llama_4_maverick,traj_002,180,0.5882352941176471,0.7647058823529411,0.3125,0.3125,False
fc_openrouter_llama_4_maverick,traj_002,195,0.7352941176470589,0.6764705882352942,0.25,0.3,False
fc_openrouter_llama_4_maverick,traj_002,210,0.7058823529411765,0.5882352941176471,0.25,0.3333333333333333,False
fc_openrouter_llama_4_maverick,traj_002,225,0.7058823529411765,0.7647058823529411,0.4444444444444444,0.8,False
fc_openrouter_llama_4_maverick,traj_002,240,0.6470588235294118,0.47058823529411764,0.25,0.375,False
fc_openrouter_llama_4_maverick,traj_002,255,0.6470588235294118,0.5588235294117647,0.16666666666666666,0.15384615384615385,False
fc_openrouter_llama_4_maverick,traj_002,270,0.5588235294117647,0.5294117647058824,0.07142857142857142,0.06666666666666667,False
fc_openrouter_llama_4_maverick,traj_002,285,0.6764705882352942,0.7647058823529411,0.4,0.46153846153846156,False
fc_openrouter_llama_4_maverick,traj_002,300,0.5294117647058824,0.4411764705882353,0.125,0.15384615384615385,False
fc_openrouter_llama_4_maverick,traj_003,15,1.0,1.0,1.0,1.0,True
fc_openrouter_llama_4_maverick,traj_003,30,0.9117647058823529,0.9705882352941176,0.6666666666666666,0.5714285714285714,False
fc_openrouter_llama_4_maverick,traj_003,45,0.9117647058823529,0.9411764705882353,0.5,0.5,False
fc_openrouter_llama_4_maverick,traj_003,60,0.9117647058823529,0.9117647058823529,0.2857142857142857,0.3333333333333333,False
fc_openrouter_llama_4_maverick,traj_003,75,0.9411764705882353,1.0,0.5714285714285714,0.5,False
fc_openrouter_llama_4_maverick,traj_003,90,0.8823529411764706,0.9705882352941176,0.4444444444444444,0.5,False
fc_openrouter_llama_4_maverick,traj_003,105,0.8529411764705882,0.9411764705882353,0.4166666666666667,0.5555555555555556,False
fc_openrouter_llama_4_maverick,traj_003,120,0.7941176470588235,0.9411764705882353,0.08333333333333333,0.125,False
fc_openrouter_llama_4_maverick,traj_003,135,0.7352941176470589,0.8529411764705882,0.36363636363636365,0.4444444444444444,False
fc_openrouter_llama_4_maverick,traj_003,150,0.7647058823529411,0.8529411764705882,0.4166666666666667,0.38461538461538464,False
fc_openrouter_llama_4_maverick,traj_003,165,0.5882352941176471,0.8529411764705882,0.13333333333333333,0.16666666666666666,False
fc_openrouter_llama_4_maverick,traj_003,180,0.6470588235294118,0.8235294117647058,0.26666666666666666,0.4444444444444444,False
fc_openrouter_llama_4_maverick,traj_003,195,0.6176470588235294,0.8235294117647058,0.3333333333333333,0.5454545454545454,False
fc_openrouter_llama_4_maverick,traj_003,210,0.5882352941176471,0.8529411764705882,0.2631578947368421,0.45454545454545453,False
fc_openrouter_llama_4_maverick,traj_003,225,0.6764705882352942,0.9411764705882353,0.45,0.391304347826087,False
fc_openrouter_llama_4_maverick,traj_003,240,0.7058823529411765,0.9411764705882353,0.5,0.38461538461538464,False
fc_openrouter_llama_4_maverick,traj_003,255,0.5882352941176471,0.9411764705882353,0.15,0.15789473684210525,False
fc_openrouter_llama_4_maverick,traj_003,270,0.6470588235294118,0.9117647058823529,0.2631578947368421,0.38461538461538464,False
fc_openrouter_llama_4_maverick,traj_003,285,0.6764705882352942,0.9411764705882353,0.21052631578947367,0.16,False
fc_openrouter_llama_4_maverick,traj_003,300,0.5588235294117647,0.9411764705882353,0.0,0.0,False
fc_openrouter_llama_4_maverick,traj_004,15,1.0,1.0,0.5,0.25,True
