method_family,method_id,stage,items,score,headline_metric,ci95_low,ci95_high,parse_errors,parse_success_rate,schema_success_rate,aggregation,gca15_initial_copy_lift,exact_pair_set_match,exact_pair_set_ci95_low,exact_pair_set_ci95_high,final_state_accuracy,final_state_initial_copy_lift,exact_state_match,evidence_hit_rate,retention_mean_over_observed_lags
Full Context,fc_openrouter_llama_4_maverick,stage2_2_reconstruct,400,0.32106645279643736,GCA@15,0.2982551483560251,0.34378225746954194,1,0.9975,0.9625,pooled_checkpoint_transitions,0.14419049567545725,,,,0.6715441176470588,0.003014705882352864,0.0125,0.376076133232093,0.39661812097467025
